run_id,instance,arm,elapsed_seconds,native_tree_memory_mb,rows_attached_final,rows_avoided_final
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,208.73,126.59,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,226.86,134.56,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,246.48,145.83,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,265.75,163.47,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,285.7,173.36,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,305.39,182.17,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,324.8,190.5,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,344.66,200.4,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,364.73,213.25,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,384.64,224.87,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,404.62,240.29,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,423.75,248.27,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,443.88,251.76,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,465.86,255.49,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,487.72,257.07,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,508.45,263.45,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,530.98,275.87,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,551.89,276.71,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,575.41,284.29,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,596.47,296.69,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,618.72,301.38,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,641.72,304.68,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,664.33,312.24,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,688.03,318.45,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,710.75,324.56,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,734.42,334.83,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,759.97,338.78,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,785.94,346.59,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,811.72,348.41,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,836.0,352.24,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,859.05,359.71,233640,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,1.98,0.01,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,6.02,2.41,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,13.12,11.84,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,18.3,17.24,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,24.22,21.55,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,29.38,27.47,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,34.06,32.87,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,39.39,40.79,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,46.34,43.39,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,51.48,49.91,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,58.48,52.5,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,77.22,65.62,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,97.72,82.84,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,117.67,91.33,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,140.08,104.78,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,162.42,114.11,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,188.25,111.34,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,210.14,123.48,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,232.5,136.86,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,254.7,145.31,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,277.34,163.2,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,300.28,178.94,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,324.7,193.73,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,347.3,206.39,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,370.11,222.15,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,397.38,233.6,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,421.61,247.97,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,449.12,262.43,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,475.62,275.8,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,501.19,284.54,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,526.56,295.07,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,556.95,301.98,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,588.61,318.24,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,616.62,326.89,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,643.75,333.12,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,670.03,345.92,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,706.91,382.01,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,751.33,439.58,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,793.08,491.12,451943,0.0
stage2__moderate_seed3301__baseline__900s,moderate_seed3301,baseline,834.78,512.97,451943,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,6.7,0.01,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,10.67,1.58,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,19.48,3.91,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,26.8,9.29,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,35.81,13.38,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,42.98,13.59,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,52.16,13.11,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,58.7,13.0,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,65.31,15.63,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,73.02,16.57,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,82.16,17.04,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,103.75,22.98,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,124.83,31.02,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,147.08,35.58,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,168.75,42.32,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,189.83,51.53,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,211.02,58.12,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,232.59,65.05,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,257.62,66.07,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,279.56,67.08,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,303.02,68.36,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,328.05,71.18,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,350.72,74.15,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,373.25,78.61,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,397.92,83.28,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,421.44,88.84,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,445.16,94.11,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,469.52,100.71,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,495.11,106.31,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,518.06,111.37,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,544.92,115.42,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,569.06,119.88,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,593.39,123.82,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,617.14,128.47,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,642.42,132.51,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,666.67,138.97,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,694.08,143.01,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,721.45,144.93,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,751.48,148.57,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,775.17,156.46,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,800.98,165.36,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,827.16,170.63,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,851.28,177.71,360097,0.0
stage2__moderate_seed3301__root_flow_only__900s,moderate_seed3301,root_flow_only,879.47,182.35,360097,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,2.25,0.01,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,5.5,1.23,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,11.7,4.15,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,17.27,11.6,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,22.56,20.17,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,28.95,26.91,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,34.83,39.85,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,39.91,49.91,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,45.41,57.36,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,50.48,89.62,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,57.0,137.03,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,76.34,238.51,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,93.19,323.99,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,110.81,361.77,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,129.81,386.65,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,148.48,403.96,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,167.97,427.84,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,187.75,445.54,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,205.83,461.25,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,225.97,488.69,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,245.11,511.63,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,262.97,531.66,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,281.83,552.93,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,300.8,565.26,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,319.95,575.59,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,340.42,584.46,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,361.02,591.56,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,381.88,602.74,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,401.05,614.0,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,420.64,620.44,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,440.44,625.53,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,460.88,633.09,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,480.72,643.63,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,500.12,656.94,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,520.12,663.24,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,540.5,669.45,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,560.97,680.69,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,581.09,688.41,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,603.16,693.51,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,622.56,701.82,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,643.09,710.23,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,664.95,718.84,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,684.44,729.85,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,704.67,738.54,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,724.8,751.69,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,744.41,761.96,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,764.44,784.57,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,784.05,797.75,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,805.08,809.95,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,826.12,817.11,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,845.97,824.31,224518,0.0
stage2__moderate_seed3302__baseline__900s,moderate_seed3302,baseline,866.09,838.37,224518,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,6.44,0.01,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,10.66,1.22,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,18.2,3.69,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,25.14,10.45,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,31.98,17.8,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,37.69,25.97,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,42.94,34.0,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,48.72,41.46,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,53.55,51.61,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,59.86,56.82,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,68.73,62.44,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,88.17,75.41,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,107.22,86.99,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,127.23,99.44,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,147.66,111.54,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,166.09,122.46,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,185.47,133.91,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,204.58,142.34,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,224.53,152.62,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,244.61,162.81,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,265.31,171.73,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,285.42,182.45,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,305.05,191.69,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,325.72,201.19,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,345.62,212.22,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,365.89,223.95,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,386.34,234.42,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,406.36,243.29,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,427.91,251.84,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,449.52,260.97,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,469.72,272.23,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,491.03,281.57,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,513.14,291.97,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,534.52,300.75,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,556.08,309.67,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,578.14,320.06,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,600.2,332.12,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,621.41,345.64,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,642.23,357.46,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,662.42,367.62,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,684.75,379.13,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,706.78,390.05,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,733.48,397.66,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,757.53,407.33,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,779.03,421.07,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,800.16,433.13,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,823.56,438.56,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,845.27,444.41,363776,0.0
stage2__moderate_seed3302__root_flow_only__900s,moderate_seed3302,root_flow_only,868.53,454.67,363776,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,1.95,0.01,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,5.47,2.88,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,11.56,12.85,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,17.09,23.22,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,22.22,47.27,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,26.83,70.33,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,31.47,87.86,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,35.98,105.83,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,40.2,127.08,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,44.53,147.62,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,50.08,166.05,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,67.25,220.59,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,83.78,268.46,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,100.48,321.75,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,117.66,373.94,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,134.22,421.26,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,150.98,468.15,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,167.36,510.65,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,184.16,555.17,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,201.0,598.97,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,218.2,646.79,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,235.28,697.51,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,252.28,736.05,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,269.28,764.87,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,286.81,791.94,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,304.5,831.41,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,322.62,876.34,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,340.92,901.1,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,358.17,937.74,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,375.64,986.34,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,393.23,1012.71,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,410.75,1042.65,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,428.41,1075.17,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,446.27,1102.87,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,464.12,1134.84,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,481.7,1164.01,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,499.5,1186.69,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,517.44,1211.72,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,535.3,1231.83,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,553.16,1249.04,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,571.09,1269.82,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,588.78,1289.2,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,607.19,1312.22,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,624.94,1325.74,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,642.89,1345.53,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,661.17,1362.07,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,679.41,1377.71,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,697.53,1393.25,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,715.89,1410.75,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,733.98,1422.71,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,752.06,1439.36,207649,0.0
stage2__tight_T_seed3101__baseline__900s,tight_T_seed3101,baseline,770.36,1455.46,207649,0.0
