completion_sequence_number,completion_timestamp_utc,scenario_id,dataset_family,V,geographic_regime,inventory_regime,replicate,M,Q,T,method,method_label,run_stage,process_cap_seconds,actual_wall_time_seconds,gurobi_work,native_status,strict_certificate,verified_incumbent_available,objective,G,P,valid_lower_bound,verified_upper_bound,absolute_gap,relative_gap,scaled_gap,nodes,simplex_iterations,split_count,interval_count,route_witness_status,expected_model_fingerprint,actual_model_fingerprint,fingerprint_match,completion_marker_path,result_path,run_identity_sha256,result_sha256,next_action,notes
1,2026-08-31T14:14:46.556766+00:00,cb443_V08_compact_r2_shortage_M01_Q30_T01800,citibike443-regional-v1,8,compact,shortage,2,1,30,1800,k1_am_sf,K1-AM-SF,screen_3600,3600,2.5734734,1.7945664445159282,optimal,True,True,0.6158836280552391,0.2627586935097846,2.35416623030303,0.6158836280552407,0.6158836280552391,0.0,0.0,0.0,2133,34136,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r2_shortage_M01_Q30_T01800/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V08_compact_r2_shortage_M01_Q30_T01800/k1_am_sf/screen_3600/result.json,dd7711c3dde8d200eda4eda1ebc62ac586cdd0b553d9ce938d1a128fa56d338a,208c297acb7763e45e04a626eed45aa5f5ea070b151986a3f1fc5e46b09a7e82,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
81,2026-09-01T16:46:10.377022+00:00,cb443_V20_regional_r1_surplus_M02_Q30_T03600,citibike443-regional-v1,20,regional,surplus,1,2,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,1115.1372345,2278.367580920812,optimal,True,True,0.6620542879155705,0.217327861377109,2.9648428435897434,0.6620542802332052,0.6620542879155705,7.682365299466198e-09,1.1603829836452782e-08,7.682365299466198e-09,103601,11484953,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r1_surplus_M02_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r1_surplus_M02_Q30_T03600/k1_am_sf/screen_3600/result.json,0170a2f382a246d5fb2423875acadbc6ca139ca446086fac26e0cb6b7d5f3358,155bad1683f9c0d87e5a5b51509ab42353f0fde52e0638617248f98f6954fd39,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
82,2026-09-01T17:46:12.679655+00:00,cb443_V20_regional_r1_surplus_M02_Q30_T03600,citibike443-regional-v1,20,regional,surplus,1,2,30,3600,pgrb,P-GRB,screen_3600,3600,3598.417021,7196.9592111575375,TIME_LIMIT,False,True,0.6620542879155705,0.217327861377109,2.9648428435897434,0.6262475349790271,0.6620542879155705,0.03580675293654345,0.05408431542567059,0.03580675293654345,614232,46242255,,,verified_native_incumbent,-892374139,-892374139,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r1_surplus_M02_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r1_surplus_M02_Q30_T03600/pgrb/screen_3600/result.json,e8bd442647e425fdd48eab0ff5f84361cde21ddab697269bf9c7ab0952eddb96,4cd19148a89e5df9a42eaff89db99d0a02d06f4535b90b09ccb1aea19cd25214,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
83,2026-09-01T17:47:08.469150+00:00,cb443_V20_regional_r1_surplus_M02_Q30_T18000,citibike443-regional-v1,20,regional,surplus,1,2,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,50.6570203,0,optimal,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r1_surplus_M02_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r1_surplus_M02_Q30_T18000/k1_am_sf/screen_3600/result.json,4e3eda63091532ffeaabf78851854cf67a66e2840528ed28ee561c366745cc32,94ce1d642919e709c22ac8fa5d2dfb7018282614c4499f0d43a3270b99104938,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
84,2026-09-01T17:47:12.973787+00:00,cb443_V20_regional_r1_surplus_M02_Q30_T18000,citibike443-regional-v1,20,regional,surplus,1,2,30,18000,pgrb,P-GRB,screen_3600,3600,0.3329653,0.4533911446251661,OPTIMAL,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3395,,,verified_native_incumbent,1632132095,1632132095,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r1_surplus_M02_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V20_regional_r1_surplus_M02_Q30_T18000/pgrb/screen_3600/result.json,173bf41c0780c25cb96604ad8d6753b050fc6fc62bb7b3b32208db963da07444,27c085555a3627cf1c1d407e13e26621349439cc6ae189f39bdee6962d699eb6,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
85,2026-09-01T18:47:15.379047+00:00,cb443_V30_compact_r1_shortage_M03_Q30_T03600,citibike443-regional-v1,30,compact,shortage,1,3,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,3598.0587297,8761.591083989111,round31_c6_external_gini_tree_time_limit,False,True,0.6486421073654243,0.2781559730386545,2.4699075621784647,0.45896241320713854,0.6486421073654243,0.18967969415828573,0.2924258107891017,0.18967969415828573,13368,9020312,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T03600/k1_am_sf/screen_3600/result.json,efb858990645add840aa6e9a219c45b16cd5e19aceaf6ce319b8309606f693c6,85d857e2c79352fb0fee5281f494cb3f3a33a2d4decbc2de8c3ba12a1cf7279e,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
86,2026-09-01T19:47:17.356853+00:00,cb443_V30_compact_r1_shortage_M03_Q30_T03600,citibike443-regional-v1,30,compact,shortage,1,3,30,3600,pgrb,P-GRB,screen_3600,3600,3598.2030215,7687.524038107584,TIME_LIMIT,False,True,0.6548776164705055,0.2967139986323057,2.3877574522546654,0.4354624203157625,0.6548776164705055,0.21941519615474298,0.3350476343004236,0.21941519615474298,102522,15420716,,,verified_native_incumbent,-132177409,-132177409,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T03600/pgrb/screen_3600/result.json,1e0382fe454b4dc838e6ea977a14bc500ca8a5c3cdd28000f5ebc1d7c9ed8c69,f2e1127a0396e3f4844e327d19de274fc3e96aae2f50cd67649602f88462cecc,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
88,2026-09-01T21:47:22.767757+00:00,cb443_V30_compact_r1_shortage_M03_Q30_T18000,citibike443-regional-v1,30,compact,shortage,1,3,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,3598.0945223,6602.9922007133555,round31_c6_external_gini_tree_time_limit,False,True,0.15708313110317407,0.0276361189802119,0.8629800808197478,0.1483154287453098,0.15708313110317407,0.008767702357864254,0.05581568368474603,0.008767702357864254,72052,11320193,1,2,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T18000/k1_am_sf/screen_3600/result.json,8439b6985a0dfb6530827698a9e48c04910434a2379c78434c55faa8f7526a92,1553f63a4f44ee1d32c964cf48497904c07016d987c2c418847c15bba86c4098,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
87,2026-09-01T20:47:20.698718+00:00,cb443_V30_compact_r1_shortage_M03_Q30_T18000,citibike443-regional-v1,30,compact,shortage,1,3,30,18000,pgrb,P-GRB,screen_3600,3600,3598.1591312,7756.604945322839,TIME_LIMIT,False,True,0.15724117585229214,0.03787648951880368,0.7957645755565899,0.15081636362069376,0.15724117585229214,0.006424812231598381,0.04085960434201832,0.006424812231598381,73912,18227077,,,verified_native_incumbent,974605734,974605734,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_compact_r1_shortage_M03_Q30_T18000/pgrb/screen_3600/result.json,d20feacf2efc5db7e287fb984c5eb4fd7065aaf8fd18670e369cadc017f93794,d78bb2b6cc182775f54e2d666f43ce118c55cb9dd5cdbd7ecd87589c590f3997,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
89,2026-09-01T22:47:26.252907+00:00,cb443_V30_regional_r1_balanced_M03_Q30_T03600,citibike443-regional-v1,30,regional,balanced,1,3,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,3598.0901462,8801.21572106841,round31_c6_external_gini_tree_time_limit,False,True,0.394371878834912,0.17158988281842852,1.4852133067765567,0.28732706938854347,0.394371878834912,0.10704480944636852,0.27143114200386115,0.10704480944636852,10226,5458819,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r1_balanced_M03_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r1_balanced_M03_Q30_T03600/k1_am_sf/screen_3600/result.json,27aede6d57b30d5ad4d6337939969629590e5d9068fc4893dc9ab33418aaf01c,905a14b60aa8eff58ea910a9b792f56bae2c3084eee65833848ae4db009e5af9,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
90,2026-09-01T23:47:28.573491+00:00,cb443_V30_regional_r1_balanced_M03_Q30_T03600,citibike443-regional-v1,30,regional,balanced,1,3,30,3600,pgrb,P-GRB,screen_3600,3600,3598.1540944,7803.79246013713,TIME_LIMIT,False,True,0.39353251878957163,0.1714615916833445,1.4804728473748474,0.27475741958559086,0.39353251878957163,0.11877509920398077,0.3018177495707586,0.11877509920398077,62094,14779752,,,verified_native_incumbent,394887790,394887790,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r1_balanced_M03_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r1_balanced_M03_Q30_T03600/pgrb/screen_3600/result.json,ec4a719abe6b5bdedf11a591ac7622194ea750e4a2b033bfac91893ee8b54665,7e08498d1991598808d85550f8bd4cbf03bd58a723e338713957407543d99296,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
91,2026-09-01T23:48:42.765662+00:00,cb443_V30_regional_r1_balanced_M03_Q30_T18000,citibike443-regional-v1,30,regional,balanced,1,3,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,68.8830287,0,optimal,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r1_balanced_M03_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r1_balanced_M03_Q30_T18000/k1_am_sf/screen_3600/result.json,b8ab1e1fbc6755fa4fcd238e74ea0baf1267754bcfb4e74347925ec9b3d97a11,66431b26ca42b3e8c2fbe9d1c281af6a49cb42a4bc4e240e98d7e218e37a12f3,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
92,2026-09-01T23:49:05.412944+00:00,cb443_V30_regional_r1_balanced_M03_Q30_T18000,citibike443-regional-v1,30,regional,balanced,1,3,30,18000,pgrb,P-GRB,screen_3600,3600,18.4180972,33.34161749038357,OPTIMAL,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560,104061,,,verified_native_incumbent,-543257444,-543257444,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r1_balanced_M03_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V30_regional_r1_balanced_M03_Q30_T18000/pgrb/screen_3600/result.json,d46605865ef0d6cda0bbf20002616293e84c7b2ff9f84cbd6d24901076b962c9,da95856b50e143f45823a92524789bed241f96e7fae1cc9a9145bed35012658b,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
94,2026-09-02T01:49:14.938721+00:00,cb443_V50_compact_r1_surplus_M04_Q30_T03600,citibike443-regional-v1,50,compact,surplus,1,4,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,3598.121514,10958.774470040888,round31_c6_external_gini_tree_time_limit,False,True,1.2331005033155256,0.23922356227968647,6.625846273572261,1.0308571361041332,1.2331005033155256,0.20224336721139236,0.16401207092820588,0.16401207092820588,2575,2353898,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_compact_r1_surplus_M04_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_compact_r1_surplus_M04_Q30_T03600/k1_am_sf/screen_3600/result.json,d3d5c260064168c5b5443be77f2025fc2d923d656384c7eff6d9aed69afd53a0,78eff18e0b61508b523b5286e2838bf63b3536c946073043078df6d96b725659,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
93,2026-09-02T00:49:11.193394+00:00,cb443_V50_compact_r1_surplus_M04_Q30_T03600,citibike443-regional-v1,50,compact,surplus,1,4,30,3600,pgrb,P-GRB,screen_3600,3600,3600.8326799,7941.743212322372,TIME_LIMIT,False,True,1.2706999889568071,0.24587060968233185,6.832195861829836,0.9396294924467348,1.2706999889568071,0.33107049651007237,0.2605418268570756,0.2605418268570756,10246,3670035,,,verified_native_incumbent,-1670953382,-1670953382,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_compact_r1_surplus_M04_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_compact_r1_surplus_M04_Q30_T03600/pgrb/screen_3600/result.json,5b933960110db8e59e0d78c2be3fbb60784dd88369c7694477bc50f4357fa500,8cd3d801e1a7b0840f402a04e1572b77fad59630b3533accf797ad3fa3829753,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
96,2026-09-02T01:52:54.538365+00:00,cb443_V50_compact_r1_surplus_M04_Q30_T18000,citibike443-regional-v1,50,compact,surplus,1,4,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,190.7605148,0,optimal,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_compact_r1_surplus_M04_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_compact_r1_surplus_M04_Q30_T18000/k1_am_sf/screen_3600/result.json,c714c9358360d9a8b24a2d3d9029bed073f0e8163ca145ef0acae5c91b9ec015,1968488e4223591625aa34e351544224967464741632ac3a7365c693e3afc01e,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
95,2026-09-02T01:49:38.191278+00:00,cb443_V50_compact_r1_surplus_M04_Q30_T18000,citibike443-regional-v1,50,compact,surplus,1,4,30,18000,pgrb,P-GRB,screen_3600,3600,17.8793592,31.8944120879511,OPTIMAL,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,61166,,,verified_native_incumbent,190873192,190873192,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_compact_r1_surplus_M04_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_compact_r1_surplus_M04_Q30_T18000/pgrb/screen_3600/result.json,1adc226e642c47c0205263639e98a5843a665d3de3a0ef454f444d3966923cb4,f05a7bb1ec15eab431654d14bb11d25867c4522273680c49115cc0e5e67d5e76,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
97,2026-09-02T02:52:58.206236+00:00,cb443_V50_regional_r1_shortage_M04_Q30_T03600,citibike443-regional-v1,50,regional,shortage,1,4,30,3600,k1_am_sf,K1-AM-SF,screen_3600,3600,3598.0891733,11207.759360910897,round31_c6_external_gini_tree_time_limit,False,True,1.1479599483529417,0.3421718769097076,5.371920476288227,0.871420426284527,1.1479599483529417,0.2765395220684147,0.24089648986899348,0.24089648986899348,1791,3029536,0,1,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_shortage_M04_Q30_T03600/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_shortage_M04_Q30_T03600/k1_am_sf/screen_3600/result.json,bcc4a9f5cc423b4bdf9660c0703f3e49cd7fddaec6435927e2df64b00a5ceb53,321b4b670e74b46df6893210875cb9da9437ac7966ebe371fd5d701ac9bf90d8,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
98,2026-09-02T03:53:07.173062+00:00,cb443_V50_regional_r1_shortage_M04_Q30_T03600,citibike443-regional-v1,50,regional,shortage,1,4,30,3600,pgrb,P-GRB,screen_3600,3600,3604.2171156,8141.903212312241,TIME_LIMIT,False,True,1.1990804914143753,0.3460448247096281,5.686904444698315,0.7972420624388419,1.1990804914143753,0.40183842897553346,0.3351221472226147,0.3351221472226147,10241,4163697,,,verified_native_incumbent,-579451465,-579451465,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_shortage_M04_Q30_T03600/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_shortage_M04_Q30_T03600/pgrb/screen_3600/result.json,2d31d5cbd1400c9e78b92d4feee87fdacab815b002ce36fd13e3a8f7bcae2bb6,1979e12ec4309db1e382b9e7ac7a0e60ab576395234bfb4b25b47e29970844c2,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
99,2026-09-02T04:53:10.570218+00:00,cb443_V50_regional_r1_shortage_M04_Q30_T18000,citibike443-regional-v1,50,regional,shortage,1,4,30,18000,k1_am_sf,K1-AM-SF,screen_3600,3600,3598.1079708,8064.271989107775,round31_c6_external_gini_tree_time_limit,False,True,0.21564407531579494,0.03872267378877319,1.179476010180145,0.19850842028251278,0.21564407531579494,0.017135655033282154,0.07946267481816156,0.017135655033282154,1329,4031782,2,3,verified_native_incumbent,,,,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_shortage_M04_Q30_T18000/k1_am_sf/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_shortage_M04_Q30_T18000/k1_am_sf/screen_3600/result.json,287ee6bdebf4cb2b5a767652e94ea30f08dbda289fb620742ad4b4de8bfb3f87,4d2ca4bdeb45bea6194f4c514e394b2d18c657a6927e42cc849236f275eaef5b,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
100,2026-09-02T05:53:16.274611+00:00,cb443_V50_regional_r1_shortage_M04_Q30_T18000,citibike443-regional-v1,50,regional,shortage,1,4,30,18000,pgrb,P-GRB,screen_3600,3600,3601.1076416,7442.582763751459,TIME_LIMIT,False,True,0.2372849915487284,0.06753990671258546,1.1316338989076196,0.19858649317712468,0.2372849915487284,0.03869849837160372,0.1630886897608805,0.03869849837160372,10220,6104931,,,verified_native_incumbent,-373258443,-373258443,True,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_shortage_M04_Q30_T18000/pgrb/screen_3600/completion_marker.json,results/gf_citibike443_k1_vs_pgrb_round58/local_raw/official_runs/cb443_V50_regional_r1_shortage_M04_Q30_T18000/pgrb/screen_3600/result.json,7d7a613f5ff3711acc0fe7f1468f76804b051f566fd728e2d5498a7f43c0186d,dc6b50e732d4e1e748dabb5563a463b7129a6e89bda1c583ecbc598a16440513,pending_frozen_stage_decision,fresh independent optimizer process; archive time excluded
