instance,run_id,arm,leaf_id,depth,status,ledger_work,ledger_runtime,log_available,log_path,model_rows,model_columns,model_nonzeros,presolve_removed_rows,presolve_removed_columns,presolved_rows,presolved_columns,presolved_nonzeros,lp_iterations,lp_seconds,lp_work,matrix_range_min,matrix_range_max,objective_range_min,objective_range_max,bounds_range_min,bounds_range_max,rhs_range_min,rhs_range_max,reported_cut_families,reported_cut_count,cut_summary,primal_dual_vector_export_available,binding_row_family_counts_available,fractional_pattern_export_available,lp_objective
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.0.1.0,8,INFEASIBLE,0.747817,0.203,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.0.1.0_lp.gurobi.log,11351,1034,113600,426,50,984,11898,112452,2638,0.2,0.75,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.0.1.1,8,OPTIMAL,0.242515,0.0780001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.0.1.1_lp.gurobi.log,11351,1034,113600,427,50,984,11897,112439,795,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6475305843
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.1.0.0,8,OPTIMAL,0.254794,0.0800002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.1.0.0_lp.gurobi.log,11351,1034,113600,427,50,984,11898,112441,822,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6475445299
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.1.0.1,8,OPTIMAL,0.248721,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.1.0.1_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,739,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6475591992
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.0,7,OPTIMAL,0.260797,0.0829999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,883,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6478924416
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.1,7,OPTIMAL,0.275508,0.0830002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,841,0.08,0.28,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6480455672
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.1.1.0,8,OPTIMAL,0.253394,0.0770001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.1.1.0_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,832,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6475859709
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.0.1.1.1.1,8,OPTIMAL,0.266457,0.0810001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.0.1.1.1.1_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,776,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6476170027
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.0.0.0,8,OPTIMAL,0.280056,0.0869999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.0.0.0_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,879,0.09,0.28,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6476487086
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.0.0.1,8,OPTIMAL,0.254925,0.082,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.0.0.1_lp.gurobi.log,11351,1034,113600,427,50,984,11901,112444,820,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6476810876
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.0.1.0,8,OPTIMAL,0.248084,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.0.1.0_lp.gurobi.log,11351,1034,113600,428,50,984,11900,112431,810,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6477141386
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.0.1.1,8,OPTIMAL,0.258536,0.0829999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.0.1.1_lp.gurobi.log,11351,1034,113600,428,50,984,11900,112431,799,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6477478608
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0,6,OPTIMAL,0.229038,0.0719998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,760,0.07,0.23,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6483996956
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1,6,OPTIMAL,0.2523,0.0779998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1_lp.gurobi.log,11351,1034,113600,441,50,984,11887,112361,849,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6491627593
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.0.0,8,OPTIMAL,0.240444,0.0749998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.0.0_lp.gurobi.log,11351,1034,113600,428,50,984,11900,112431,729,0.07,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.647782253
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.0.1,8,OPTIMAL,0.268268,0.0839999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.0.1_lp.gurobi.log,11351,1034,113600,428,50,984,11900,112431,874,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6478173142
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.1.0,8,OPTIMAL,0.251778,0.0780001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.1.0_lp.gurobi.log,11351,1034,113600,428,50,984,11900,112431,780,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6478530435
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.0.1.1.1,8,OPTIMAL,0.252964,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.0.1.1.1_lp.gurobi.log,11351,1034,113600,429,50,984,11899,112418,783,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6478896307
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.0.0,8,OPTIMAL,0.257073,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.0.0_lp.gurobi.log,11351,1034,113600,429,50,984,11899,112418,795,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6479271901
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.0.1,8,OPTIMAL,0.247437,0.0769999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.0.1_lp.gurobi.log,11351,1034,113600,429,50,984,11899,112418,861,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6479655517
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.1.0,8,OPTIMAL,0.254057,0.0770001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.1.0_lp.gurobi.log,11351,1034,113600,431,50,984,11897,112403,738,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6480045761
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.0.1.1,8,OPTIMAL,0.263658,0.082,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.0.1.1_lp.gurobi.log,11351,1034,113600,431,50,984,11897,112403,888,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6480442622
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.0.0,8,OPTIMAL,0.258024,0.0799999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.0.0_lp.gurobi.log,11351,1034,113600,431,50,984,11897,112403,815,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.648084609
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.0.1,8,OPTIMAL,0.247319,0.0770001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.0.1_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,766,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6481256156
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1.0,7,OPTIMAL,0.251322,0.0770001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,819,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6483393195
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1.1,7,OPTIMAL,0.244301,0.0740001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,739,0.07,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6486607383
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.1.0,8,OPTIMAL,0.279113,0.0880001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.1.0_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,812,0.09,0.28,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.648167281
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.0.1.1.1.1.1,8,OPTIMAL,0.285452,0.085,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.0.1.1.1.1.1_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,859,0.09,0.29,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6482096042
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.0.0,8,OPTIMAL,0.257272,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.0.0_lp.gurobi.log,11351,1034,113600,439,50,984,11889,112387,741,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6482817836
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.0.1,8,OPTIMAL,0.251592,0.0769999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.0.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,740,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6483571502
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.1.0,8,OPTIMAL,0.259391,0.0780001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.1.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,776,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6484330828
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.0.1.1,8,OPTIMAL,0.267475,0.0799999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.0.1.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,838,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6485095806
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0.0,7,OPTIMAL,0.235593,0.072,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,780,0.07,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.648989921
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0.1,7,OPTIMAL,0.250918,0.075,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,820,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6493350108
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1.0,7,OPTIMAL,0.243787,0.0740001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,737,0.07,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6497018135
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1.1,7,OPTIMAL,0.238885,0.073,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1.1_lp.gurobi.log,11351,1034,113600,441,50,984,11887,112361,774,0.07,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6500989889
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.0,5,OPTIMAL,0.275279,0.086,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.0_lp.gurobi.log,11351,1034,113600,441,50,984,11891,112365,996,0.09,0.28,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6502545784
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1,5,OPTIMAL,0.268386,0.082,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1_lp.gurobi.log,11351,1034,113600,441,50,984,11893,112367,957,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6541252129
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1.0.0,8,OPTIMAL,0.252042,0.0799999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1.0.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,782,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6486478861
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1.0.1,8,OPTIMAL,0.245007,0.0749998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1.0.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,762,0.07,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6488076988
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1.1.0,8,OPTIMAL,0.257334,0.0780001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1.1.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,766,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6489679359
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.0.1.1.1,8,OPTIMAL,0.233405,0.072,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.0.1.1.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,726,0.07,0.23,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.649128597
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0.0.0,8,OPTIMAL,0.245631,0.0769999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0.0.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,760,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6492896816
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0.0.1,8,OPTIMAL,0.284655,0.0830002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0.0.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,898,0.08,0.28,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6494578599
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0.1.0,8,OPTIMAL,0.243983,0.0780001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0.1.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,778,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6496292789
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.0.1.1,8,OPTIMAL,0.262821,0.079,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.0.1.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,843,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6498026183
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.0.0,6,OPTIMAL,0.249987,0.0779998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.0.0_lp.gurobi.log,11351,1034,113600,441,50,984,11890,112364,820,0.08,0.25,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6503607002
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.0.1,6,OPTIMAL,0.263329,0.0809999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.0.1_lp.gurobi.log,11351,1034,113600,441,50,984,11891,112365,801,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6522925624
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1.0.0,8,OPTIMAL,0.243218,0.0770001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1.0.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,712,0.08,0.24,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6499774858
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1.0.1,8,OPTIMAL,0.263977,0.0769999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1.0.1_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,795,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6501703759
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1.1.0,8,OPTIMAL,0.269183,0.0829999,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1.1.0_lp.gurobi.log,11351,1034,113600,440,50,984,11888,112374,879,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6503685452
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.0.1.1.1.1,8,OPTIMAL,0.262427,0.0780001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.0.1.1.1.1_lp.gurobi.log,11351,1034,113600,441,50,984,11887,112361,775,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6505670524
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1.0,6,OPTIMAL,0.265565,0.0849998,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1.0_lp.gurobi.log,11351,1034,113600,441,50,984,11891,112365,826,0.08,0.27,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6542289836
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1.1,6,OPTIMAL,0.263893,0.0780001,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1.1_lp.gurobi.log,11351,1034,113600,441,50,984,11893,112367,802,0.08,0.26,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6561671626
V12_M2,stage1__V12_M2__c5_candidate__300s,C5-CANDIDATE,L2.0.1.1.1.1.0.0,7,OPTIMAL,0.282894,0.0830002,True,results/gf_c0_mechanism_transfer_c5_round30/runs/stage1__V12_M2__c5_candidate__300s/external/native_logs/L2.0.1.1.1.1.0.0_lp.gurobi.log,11351,1034,113600,441,50,984,11891,112365,907,0.08,0.28,5e-05,1e+05,5e-05,1e+00,4e-01,3e+02,2e-01,1e+06,0,0,,False,False,False,0.6542808689
